% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=566674, Mon May  5 22:00:58 2025, <python>{}</python>
1 40 0.0009624308298893986 1.000049746135257 8.813384056091309 8.8133840560913086e+00 8.826727867126465 8.843205451965332 0.00834035873413086   
2 80 0.0009345634732665056 1.0140638083583702 8.803511619567871 8.8035116195678711e+00 8.82165813446045 8.831171989440918 0.008285999298095703   
3 120 0.0009140231705627435 1.0152484402712227 8.79868221282959 8.7986822128295898e+00 8.811450004577637 8.819639205932617 0.0075225830078125   
4 160 0.0009010604245607955 1.016972307062674 8.792551040649414 8.7925510406494141e+00 8.805974006652832 8.814445495605469 0.006741046905517578   
5 200 0.000893709714258981 1.01904036477317 8.785874366760254 8.7858743667602539e+00 8.797820091247559 8.81229019165039 0.007979393005371094   
6 240 0.0008903014048610317 1.0207434747748378 8.77758502960205 8.7775850296020508e+00 8.790305137634277 8.800683975219727 0.009142398834228516   
7 280 0.0008912713739683017 1.0228609761915588 8.768156051635742 8.7681560516357422e+00 8.781635284423828 8.792975425720215 0.00849294662475586   
8 320 0.0008982412357738273 1.025308492082757 8.757320404052734 8.7573204040527344e+00 8.772007942199707 8.78712272644043 0.005554676055908203   
9 360 0.0009072618280134943 1.0288862396337173 8.75344467163086 8.7534446716308594e+00 8.765286445617676 8.773446083068848 0.006932258605957031   
10 400 0.000918488063074891 1.032374682987967 8.74373722076416 8.7437372207641602e+00 8.75875473022461 8.77038860321045 0.007444858551025391   
11 440 0.0009344733771926426 1.0356806909630658 8.736250877380371 8.7362508773803711e+00 8.750059127807617 8.763420104980469 0.006762504577636719   
12 480 0.0009531095672500964 1.0393692565312722 8.73112678527832 8.7311267852783203e+00 8.741826057434082 8.751072883605957 0.007754325866699219   
13 520 0.0009755031927102161 1.04274451843003 8.718761444091797 8.7187614440917969e+00 8.735651016235352 8.750452041625977 0.009599685668945312   
14 560 0.0010007341957295475 1.0460851093465764 8.71242904663086 8.7124290466308594e+00 8.72488021850586 8.734148025512695 0.007019996643066406   
15 600 0.0010273405696398486 1.0495539531042173 8.701598167419434 8.7015981674194336e+00 8.718887329101562 8.738816261291504 0.007699489593505859   
16 640 0.001056670748321402 1.0522586842036246 8.696330070495605 8.6963300704956055e+00 8.708236694335938 8.726049423217773 0.011399269104003906   
17 680 0.0010869291504550771 1.0550289170251932 8.691903114318848 8.6919031143188477e+00 8.703556060791016 8.712530136108398 0.008450508117675781   
18 720 0.0011187152801901668 1.0574309331303497 8.682333946228027 8.6823339462280273e+00 8.695599555969238 8.70908260345459 0.009490013122558594   
19 760 0.0011544550200397925 1.0601705326077322 8.676608085632324 8.6766080856323242e+00 8.685868263244629 8.705622673034668 0.007515430450439453   
20 800 0.0011931198705102438 1.0628444891934192 8.668164253234863 8.6681642532348633e+00 8.680978775024414 8.69359016418457 0.01057577133178711   
21 840 0.0012325485465799816 1.0653167514685282 8.65945053100586 8.6594505310058594e+00 8.675979614257812 8.688169479370117 0.011273384094238281   
22 880 0.0012764473105922089 1.0674837964648025 8.642633438110352 8.6426334381103516e+00 8.662790298461914 8.678678512573242 0.009420394897460938   
23 920 0.0013237713286735665 1.0704193998557017 8.635493278503418 8.6354932785034180e+00 8.653619766235352 8.668636322021484 0.008540630340576172   
24 960 0.0013766605933911188 1.0722283880773242 8.62391471862793 8.6239147186279297e+00 8.645068168640137 8.660161018371582 0.008304595947265625   
25 1000 0.0014356821167170878 1.0745320343277602 8.609626770019531 8.6096267700195312e+00 8.634050369262695 8.648395538330078 0.009914875030517578   
26 1040 0.0014981070096181904 1.0766041638611037 8.609626770019531 8.6098804473876953e+00 8.622737884521484 8.64009952545166 0.011092662811279297   
27 1080 0.0015677795608497259 1.078443608038359 8.581433296203613 8.5814332962036133e+00 8.611822128295898 8.627758026123047 0.010631084442138672   
28 1120 0.0016418939244459702 1.0810057924607528 8.575740814208984 8.5757408142089844e+00 8.598809242248535 8.62727165222168 0.011637210845947266   
29 1160 0.0017184389603383129 1.0825521947818224 8.570173263549805 8.5701732635498047e+00 8.591241836547852 8.60909652709961 0.014256000518798828   
30 1200 0.0018011306722116654 1.0840802441021073 8.554850578308105 8.5548505783081055e+00 8.582671165466309 8.601222038269043 0.017301559448242188   
31 1240 0.0018893877602510557 1.0860639619211507 8.538009643554688 8.5380096435546875e+00 8.563769340515137 8.589686393737793 0.015377521514892578   
