% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=566674, Mon May  5 22:00:58 2025, <python>{}</python>
59 2360 0.00868229117360858 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9620842137408882 1.0 1.0 1.0 1.0 1.0 1.0 0.9611714671309419 0.9613981129136747 0.9617057691685292 1.0 1.0 1.0 1.0 0.9601754275635471 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9600178067598835 0.9596503828610721 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9601279446155064 1.0 1.0 1.0 1.0 1.0 0.9602444350051081 1.0 1.0 1.0 1.0 1.0 1.0 0.9606297491657934 0.959917074908322 0.9603445936935038 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9628946872067996 0.9594159107325831 1.0 1.0 1.0 1.0 1.0 0.9601615794430821 0.9586806196562966 1.0 1.0 1.0 1.0 0.9598766513160298 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9620812485854935 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9598084351870033 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
60 2400 0.00914864968670327 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9132065121066055 1.0 1.0 1.0 1.0 1.0 1.0 0.9119812457314241 0.9121918123253708 0.9126219696217773 1.0 1.0 1.0 1.0 0.9113202579369688 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9111219701998062 0.9106376034783147 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9113823433909141 1.0 1.0 1.0 1.0 1.0 0.9113111746869487 1.0 1.0 1.0 1.0 1.0 1.0 0.9116410306134679 0.9111278476394482 0.9115283538589747 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9137829758931818 0.910685574101134 1.0 1.0 1.0 1.0 1.0 0.9111168168576893 0.9097627042268914 1.0 1.0 1.0 1.0 0.9109471394163999 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9132752615884228 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9108979245888867 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
61 2440 0.009630438463293414 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8674515020784372 1.0 1.0 1.0 1.0 1.0 1.0 0.8666410048733091 0.8665616873945794 0.8668834089059521 1.0 1.0 1.0 1.0 0.8656863517879184 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8654323161424088 0.8649933455288217 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8658959687003575 1.0 1.0 1.0 1.0 1.0 0.8658222448311479 1.0 1.0 1.0 1.0 1.0 1.0 0.8659316872424754 0.8653718115533996 0.8658567564143769 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8680575965292004 0.8652145556826034 1.0 1.0 1.0 1.0 1.0 0.8655399039795773 0.8643375563170181 1.0 1.0 1.0 1.0 0.8653521982515474 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8676454019185263 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8656890458761471 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
62 2480 0.01013539090203573 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8241286609802275 1.0 1.0 1.0 1.0 1.0 1.0 0.8233934656499416 0.8235632377653432 0.8235327870556358 1.0 1.0 1.0 1.0 0.8226586196122251 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8223587617716862 0.8216256102512561 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8227476020126309 1.0 1.0 1.0 1.0 1.0 0.822624040335917 1.0 1.0 1.0 1.0 1.0 1.0 0.822920391995384 0.8224444417661525 0.8227910452212511 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.824641073837337 0.8221201257851478 1.0 1.0 1.0 1.0 1.0 0.8223901669895917 0.8212648323931966 1.0 1.0 1.0 1.0 0.822296648291979 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8246998018308511 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8224765673435075 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
63 2520 0.010665171685933058 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7832780233846803 1.0 1.0 1.0 1.0 1.0 1.0 0.7824693972139996 0.7826942408305195 0.7827862528230815 1.0 1.0 1.0 1.0 0.7818962735675845 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.781555091751913 0.7807763572790275 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7820177031159025 1.0 1.0 1.0 1.0 1.0 0.7817493925320989 1.0 1.0 1.0 1.0 1.0 1.0 0.7821658534598608 0.7816152490281759 0.7819953709414045 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7835050727675412 0.7814504859452421 1.0 1.0 1.0 1.0 1.0 0.7814816044676252 0.7804617400001438 1.0 1.0 1.0 1.0 0.781472732986712 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7837244260688613 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7815965766710399 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
64 2560 0.011223708272576885 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7442348088587069 1.0 1.0 1.0 1.0 1.0 1.0 0.743336439147153 0.7437134360547659 0.7439191516379721 1.0 1.0 1.0 1.0 0.7430180987363039 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7427917513795333 0.7418803270066008 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7432458472779697 1.0 1.0 1.0 1.0 1.0 0.7429860079988987 1.0 1.0 1.0 1.0 1.0 1.0 0.7432445476344569 0.7427539417526319 0.7431385549424332 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7445828381323952 0.7426182131220749 1.0 1.0 1.0 1.0 1.0 0.742466846277567 0.7415662933449012 1.0 1.0 1.0 1.0 0.7426545355337546 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7447171647870173 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7427375093590094 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
65 2600 0.01180643629696216 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7075141787030561 1.0 1.0 1.0 1.0 1.0 1.0 0.7065390184744085 0.707114164488185 0.7074237694887321 1.0 1.0 1.0 1.0 0.7063787351914811 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7060825106025679 0.7053191050869383 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7066335464606294 1.0 1.0 1.0 1.0 1.0 0.7062552127710716 1.0 1.0 1.0 1.0 1.0 1.0 0.7065509833474594 0.7062071358080083 0.7065431730865439 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7077827452365014 0.7059835388191225 1.0 1.0 1.0 1.0 1.0 0.7059616221588234 0.7048862004480416 1.0 1.0 1.0 1.0 0.7060290136554926 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7079223630149838 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.70621536665403 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
66 2640 0.012435044225093325 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6716961363634109 1.0 1.0 1.0 1.0 1.0 1.0 0.6708147143895623 0.6714673482346213 0.6716539488242025 1.0 1.0 1.0 1.0 0.670825429225882 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6703251759463674 0.6696914701856721 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6711025816296682 1.0 1.0 1.0 1.0 1.0 0.6704970317534998 1.0 1.0 1.0 1.0 1.0 1.0 0.6708071569150716 0.6706970768311796 0.6709022910230467 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6721169242034497 0.6704402488775957 1.0 1.0 1.0 1.0 1.0 0.6704897683147075 0.6691868939124496 1.0 1.0 1.0 1.0 0.6703080183042408 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6720670489061746 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6704722674858792 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
67 2680 0.013114645417563506 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6367492962456649 1.0 1.0 1.0 1.0 1.0 1.0 0.6361743382291096 0.6367458846174107 0.6368818368004929 1.0 1.0 1.0 1.0 0.6360842689784247 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6356707871612712 0.6350539659882061 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.636461299138144 1.0 1.0 1.0 1.0 1.0 0.6356118427545115 1.0 1.0 1.0 1.0 1.0 1.0 0.6360827747952413 0.6360056070218398 0.6361916576727523 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6373054852258898 0.6357730376042832 1.0 1.0 1.0 1.0 1.0 0.6358124408867898 0.6345337324711874 1.0 1.0 1.0 1.0 0.6357213773182495 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6372658114373222 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.635710665202012 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
68 2720 0.013837608784456668 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.60355744390414 1.0 1.0 1.0 1.0 1.0 1.0 0.6030124104388626 0.6034871715817947 0.603667522714143 1.0 1.0 1.0 1.0 0.6028590793708443 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6024438466637065 0.6018979639578097 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6032060862625832 1.0 1.0 1.0 1.0 1.0 0.6024490541031554 1.0 1.0 1.0 1.0 1.0 1.0 0.6028385419156755 0.6029330517351874 0.6029199900627741 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6040244023572461 0.6025851098876893 1.0 1.0 1.0 1.0 1.0 0.6025855386642152 0.601431196908884 1.0 1.0 1.0 1.0 0.6026046784454012 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6039768933307031 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6024526530996586 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
